human,mouse
SPIN2B,Gm21425
SPIN2B,Gm29644
SPIN2B,Gm20747
SPIN2B,Gm20795
PRELID1,Prelid1
NPFF,Npff
FAM193A,Fam193a
SLC48A1,Slc48a1
HDAC10,Hdac10
ZMAT3,Zmat3
TFDP2,Tfdp2
PIK3C3,Pik3c3
TROVE2,Trove2
LRP4,Lrp4
EXOC6B,Exoc6b
SLC30A5,Slc30a5
LAIR1,Lair1
BTN3A2,Btnl10
OR4C45,Olfr1263
OR4C45,Olfr1262
OR4C45,Olfr1261
PLD5,Pld5
KIAA0141,0610009O20Rik
VPREB1,Vpreb1
VPREB1,Vpreb2
PHC1,Phc1
XPR1,Xpr1
PTGDS,Ptgds
BAP1,Bap1
HDAC7,Hdac7
RAB21,Rab21
IFNA8,Ifna14
IFNA8,Ifna11
IFNA8,Ifna9
IFNA8,Ifna2
IFNA8,Ifna5
IFNA8,Ifna15
IFNA8,Ifna16
IFNA8,Ifnab
IFNA8,Ifna6
IFNA8,Ifna1
IFNA8,Ifna7
IFNA8,Ifna13
IFNA8,Ifna12
IFNA8,Ifna4
TTC33,Ttc33
DHCR7,Dhcr7
IFNA1,Ifna14
IFNA1,Ifna11
IFNA1,Ifna9
IFNA1,Ifna2
IFNA1,Ifna5
IFNA1,Ifna15
IFNA1,Ifna16
IFNA1,Ifnab
IFNA1,Ifna6
IFNA1,Ifna1
IFNA1,Ifna7
IFNA1,Ifna13
IFNA1,Ifna12
IFNA1,Ifna4
PVRIG,Pvrig
PTGER4,Ptger4
WDR45B,Wdr45b
GGNBP2,Ggnbp2
RPS15,Gm4775
RPS15,Rps15
CLU,Clu
TRIM24,Trim24
BPIFC,Bpifc
LIMD1,Limd1
CDK2AP1,Cdk2ap1
CDK2AP1,Gm12184
FEM1A,Fem1a
FEM1A,4931440F15Rik
GMCL1,Gmcl1
ADGRG2,Adgrg2
CSRP3,Csrp3
PTBP3,Ptbp3
ADGRA3,Adgra3
CRADD,Cradd
KIT,Kit
SOST,Sost
CCDC43,Ccdc43
MYL4,Myl4
LYPLA2,Lypla2
ARHGAP22,Arhgap22
USP17L25,Usp17ld
USP17L25,Usp17lb
USP17L25,Usp17la
USP17L25,Usp17le
USP17L25,Usp17lc
EN2,En2
E2F8,E2f8
STAG3,Stag3
MEIOC,Meioc
IFNE,Ifne
USP17L26,Usp17ld
USP17L26,Usp17lb
USP17L26,Usp17la
USP17L26,Usp17le
USP17L26,Usp17lc
M6PR,M6pr
FOXK2,Foxk2
ART5,Art5
RHOT1,Rhot1
ACTN3,Actn3
OR4C46,Olfr1258
PURG,Purg
UCHL5,Uchl5
GJA1,Gja1
WRN,Wrn
USP17L5,Usp17ld
USP17L5,Usp17lb
USP17L5,Usp17la
USP17L5,Usp17le
USP17L5,Usp17lc
TMEM167A,Tmem167
PGP,Pgp
MYBL1,Mybl1
RIMKLB,Rimklb
ING5,Ing5
HCCS,Hccs
WDR89,Wdr89
MLST8,Mlst8
USP17L27,Usp17ld
USP17L27,Usp17lb
USP17L27,Usp17la
USP17L27,Usp17le
USP17L27,Usp17lc
USP17L28,Usp17ld
USP17L28,Usp17lb
USP17L28,Usp17la
USP17L28,Usp17le
USP17L28,Usp17lc
XRCC4,Xrcc4
USP17L29,Usp17ld
USP17L29,Usp17lb
USP17L29,Usp17la
USP17L29,Usp17le
USP17L29,Usp17lc
CHCHD1,Chchd1
IMPG1,Impg1
OR4A8,Olfr1240
OR4A8,Olfr1250
OR4A8,Olfr1245
OR4A8,Olfr1243
OR4A8,Olfr1248
OR4A8,Olfr1254
OR4A8,Olfr1241
OR4A8,Olfr1251
OR4A8,Olfr1253
OR4A8,Olfr1249
OR4A8,Olfr1246
OR4A8,Olfr1238
OR4A8,Olfr1252
OR4A8,Olfr1242
OR4A8,Olfr1247
KLHDC3,Klhdc3
ASCL5,Ascl5
CNPY1,Cnpy1
FSHR,Fshr
OR4A5,Olfr1240
OR4A5,Olfr1250
OR4A5,Olfr1245
OR4A5,Olfr1243
OR4A5,Olfr1248
OR4A5,Olfr1254
OR4A5,Olfr1241
OR4A5,Olfr1251
OR4A5,Olfr1253
OR4A5,Olfr1249
OR4A5,Olfr1246
OR4A5,Olfr1238
OR4A5,Olfr1252
OR4A5,Olfr1242
OR4A5,Olfr1247
UTP14C,Utp14a
UTP14C,Utp14b
ALG11,Alg11
RIC8A,Ric8a
RBM33,Rbm33
RAB40B,Rab40b
PLOD1,Plod1
DUSP3,Dusp3
MATN1,Matn1
ZNF790,Zfp790
ZNF790,Zfp940
OR10K2,Olfr370
TRMT1L,Trmt1l
FAHD1,Fahd1
C17orf105,1700006E09Rik
SLC10A1,Slc10a1
HAGH,Hagh
ART1,Art1
SIRT3,Sirt3
NPY,Npy
MTHFSD,Mthfsd
QRSL1,Qrsl1
GPR20,Gpr20
SPIN2A,Gm21719
SPIN2A,Spin2-ps6
SPIN2A,Spin2d
SPIN2A,Gm20773
SPIN2A,Gm21118
SPIN2A,Gm5926
SPIN2A,Gm20772
SPIN2A,Gm21637
SPIN2A,Gm21440
SPIN2A,Gm2854
SPIN2A,Spin2f
SPIN2A,Spin2g
SPIN2A,Gm20831
SPIN2A,Spin2e
SPIN2A,Gm20917
SPIN2A,Gm21943
SPIN2A,Gm20807
SPIN2A,Spin2c
SPIN2A,Gm20815
SPIN2A,Gm20830
SPIN2A,Gm20737
SPIN2A,Gm20909
SPIN2A,Gm20777
SPIN2A,Gm20806
SPIN2A,Gm21310
SPIN2A,Gm21778
SPIN2A,Gm21425
SPIN2A,Gm29644
SPIN2A,Gm20747
SPIN2A,Gm20795
TBL2,Tbl2
SAP30BP,Sap30bp
LAPTM5,Laptm5
ITGB3,Itgb3
CFAP99,Cfap99
FN3KRP,Fn3krp
KCNJ2,Kcnj2
PTP4A3,Ptp4a3
S100A3,Gm42674
S100A3,S100a3
LRFN5,Lrfn5
CHSY1,Chsy1
RNF4,Rnf4
FBXO7,Fbxo7
S100A4,S100a4
NCAPD2,Ncapd2
CPT2,Cpt2
SPR,Spr
MAPK12,Mapk12
PSMD13,Psmd13
TICAM1,Ticam1
RASSF3,Rassf3
EFCAB11,Efcab11
ITPKA,Itpka
ZSWIM8,Zswim8
SCAP,Scap
SMOC2,Smoc2
CNTNAP1,Cntnap1
AMZ2,Amz2
C1orf123,0610037L13Rik
SEMA4A,Sema4a
FN3K,Fn3k
MROH5,Mroh5
PLIN3,Plin3
GTF2F1,Gtf2f1
PRR5,Prr5
SH3BGR,Sh3bgr
VSTM5,Vstm5
TNNT3,Tnnt3
CCR10,Ccr10
SELENOS,Selenos
CDK19,Cdk19
DNASE2B,Dnase2b
GGTLC3,Ggt1
HEPHL1,Hephl1
REEP4,Reep4
TMEM160,Tmem160
PHAX,Phax
MKRN1,Mkrn1
PANX1,Panx1
NFATC2IP,Nfatc2ip
USP17L30,Usp17ld
USP17L30,Usp17lb
USP17L30,Usp17la
USP17L30,Usp17le
USP17L30,Usp17lc
MGAT5B,Mgat5b
GRHPR,Grhpr
SGPP1,Sgpp1
FOXN3,Foxn3
IZUMO1R,Izumo1r
USP9X,Usp9x
MEIOB,Meiob
NOMO3,Nomo1
IKZF1,Ikzf1
NXPH3,Nxph3
GPR83,Gpr83
MPP3,Mpp3
CDC37L1,Cdc37l1
NGFR,Ngfr
LTK,Ltk
MRPL51,Mrpl51
GAS6,Gas6
RAC1,Rac1
DEFB131,Defb43
TMEM9,Tmem9
DEFB115,Defb28
VAMP2,Vamp2
CDKN2B,Cdkn2b
SF3B6,Sf3b6
ARHGAP8,Arhgap8
GNG5,Gng5
TMEM255B,Tmem255b
KDSR,Kdsr
MTAP,Mtap
SHH,Shh
HSD17B7,Hsd17b7
PER1,Per1
SPATA1,Spata1
RAPGEF3,Rapgef3
OLFML2A,Olfml2a
GANAB,Ganab
DEFB116,Defb29
ANKRD49,Ankrd49
SOX9,Sox9
MXD1,Mxd1
SMIM5,Smim5
HTR1B,Htr1b
CHRNA10,Chrna10
ZXDB,Zxdb
RPF1,Rpf1
RECQL5,Recql5
MRE11,Mre11a
ZC3H11A,Zc3h11a
KCNMB3,Kcnmb3
EEF1A2,Eef1a2
PGAP2,Pgap2
CELSR2,Celsr2
MEI4,Mei4
CTBS,Ctbs
NDST2,Ndst2
FLYWCH2,Flywch2
SNRNP27,Snrnp27
ZNF280B,Zfp280b
INPP4B,Inpp4b
PRICKLE2,Prickle2
REL,Rel
NFKB1,Nfkb1
STX6,Stx6
ADAM9,Adam9
SMOC1,Smoc1
LDLRAD4,Ldlrad4
PIK3CA,Pik3ca
SLC3A1,Slc3a1
AQP7,Aqp7
FSCB,Fscb
PRR5-ARHGAP8,Arhgap8
TMEM191B,Tmem191c
KDR,Kdr
KIAA1614,BC034090
BMP4,Bmp4
TBX5,Tbx5
PHIP,Phip
FTCD,Ftcd
RNASET2,Rnaset2b
RNASET2,Rnaset2a
KRT76,Krt76
AGTPBP1,Agtpbp1
SLC25A29,Slc25a29
LONRF1,Lonrf1
ZC3H4,Zc3h4
C11orf49,1110051M20Rik
RFX1,Rfx1
HSF2,Hsf2
ANKS6,Anks6
C4BPA,C4bp
MCM3,Mcm3
AKT2,Akt2
RRAD,Rrad
SMIM6,Smim6
SAE1,Sae1
IRAK1BP1,Irak1bp1
YY1,Yy1
ZBED6,Zbed6
ZBED6,Gm38394
REG1B,Reg1
REG1B,Reg2
GIMAP5,Gimap3
GIMAP5,Gimap5
EMX1,Emx1
FAM228A,Fam228a
ARHGAP6,Arhgap6
OR6Y1,Olfr220
FHDC1,Fhdc1
PRKAA1,Prkaa1
OR6P1,Olfr414
GIMAP1,Gimap1
B3GALT5,B3galt5
PSMA7,Psma7
GIMAP1-GIMAP5,Gimap3
GIMAP1-GIMAP5,Gimap5
SDC3,Sdc3
SON,Son
PREPL,Prepl
HBEGF,Hbegf
C9orf142,BC029214
CCDC190,Ccdc190
PCDH12,Pcdh12
LMBR1,Lmbr1
SMTN,Smtn
ZXDA,Zxdb
RBM47,Rbm47
PFN4,Pfn4
DEFB118,Defb21
RNF14,Rnf14
RPS6KA2,Rps6ka2
SLC16A9,Slc16a9
FAM228B,Fam228b
OR10X1,Olfr417
OR10X1,Olfr248
TBC1D15,Tbc1d15
VPS54,Vps54
TSC22D2,Tsc22d2
BRICD5,Bricd5
C14orf28,Gm527
BEND6,Bend6
ASAP1,Asap1
TXN2,Txn2
CDKL2,Cdkl2
PPARGC1A,Ppargc1a
AMH,Amh
KLK2,Klk1
KLK2,Klk1b26
KLK2,Klk1b3
KLK2,Klk1b8
KLK2,Klk1b4
KLK2,Klk1b11
KLK2,Klk1b27
KLK2,Klk1b9
KLK2,Klk1b22
KLK2,Klk1b24
KLK2,Klk1b1
KLK2,Klk1b16
KLK2,Klk1b5
KLK2,Klk1b21
ARFGAP2,Arfgap2
MPP6,Mpp6
ENDOU,Endou
CTDSP1,Ctdsp1
OR10Z1,Olfr419
ZC3H7B,Zc3h7b
GALNT15,Galnt15
DHRS11,Dhrs11
DARS,Dars
NUP98,Nup98
AMELX,Amelx
TSC1,Tsc1
RBM48,Rbm48
GABRA2,Gabra2
RANGAP1,Rangap1
RGS4,Rgs4
KHSRP,Khsrp
S100A10,S100a10
TBC1D10C,Tbc1d10c
PLPP2,Plpp2
IGSF5,Igsf5
SASS6,Sass6
DHRS2,Dhrs2
VCPIP1,Vcpip1
DNM2,Dnm2
HES3,Hes3
ATXN7L1,Atxn7l1
S100A2,S100a2
KRT4,Krt4
FOXRED2,Foxred2
RNF32,Rnf32
PTH2R,Pth2r
B3GNTL1,B3gntl1
MFSD14A,Mfsd14a
GLYR1,Glyr1
CLCF1,Clcf1
RNF39,Rnf39
MPP4,Mpp4
GALNT12,Galnt12
RAD9A,Rad9a
PPP1R11,Ppp1r11
SLC35A3,Slc35a3
GFI1B,Gfi1b
GGTLC2,Ggt1
KRT79,Krt79
GGT7,Ggt7
DEPDC1B,Depdc1b
ZCCHC10,Zcchc10
TMEM206,Tmem206
CDK13,Cdk13
S100A11,S100a11
TMEM176B,Tmem176b
TMOD2,Tmod2
PPDPF,Ppdpf
TEX43,Tex43
CLIC3,Clic3
GRPEL2,Grpel2
FAM133B,Fam133b
PPP1CA,Ppp1ca
HAMP,Hamp2
HAMP,Hamp
MDGA1,Mdga1
PICK1,Pick1
CD24,Cd24a
SLC8A3,Slc8a3
RLN3,Rln3
ACSS2,Acss2
SRP54,Srp54a
SRP54,Srp54a
SRP54,Srp54b
S100A16,S100a16
NENF,Nenf
GART,Gart
NEK5,Nek5
PSMD5,Psmd5
PLXNC1,Plxnc1
TBCD,Tbcd
REG1A,Reg1
REG1A,Reg2
CTSF,Ctsf
TMEM176A,Tmem176a
AK3,Ak3
LYSMD2,Lysmd2
SPTA1,Spta1
C6orf203,1700021F05Rik
S100A14,S100a14
SPPL2B,Sppl2b
IL27RA,Il27ra
UBN1,Ubn1
SLC4A9,Slc4a9
CDHR3,Cdhr3
D2HGDH,D2hgdh
NEK3,Nek3
TMED1,Tmed1
POLD4,Pold4
GNS,Gns
DFNA5,Dfna5
SLC29A1,Slc29a1
TNNI2,Tnni2
OR4F3,Olfr1303
CERS4,Cers4
NR1I2,Nr1i2
HSPA4,Hspa4
CBWD5,Cbwd1
PALM3,Palm3
CARNS1,Carns1
CEP83,Cep83
SVOPL,Svopl
PCYOX1L,Pcyox1l
GPR155,Gpr155
TCHHL1,Tchhl1
DRD5,Drd5
TUBA1A,Tuba1a
SLC2A9,Slc2a9
LINGO3,Lingo3
OAZ1,Oaz1
MTMR10,Mtmr10
POLB,Polb
SWT1,Swt1
TUBA1C,Tuba1c
MAP3K5,Map3k5
KDELR2,Kdelr2
THBS2,Thbs2
LSM7,Lsm7
MAGOH,Magoh
SEC14L1,Sec14l1
EVC,Evc
SPNS1,Spns1
DAGLB,Daglb
MRPS15,Mrps15
PDE8B,Pde8b
CDK6,Gm16505
CDK6,E030030I06Rik
VPS4B,Vps4b
LMNB1,Lmnb1
HSDL2,Hsdl2
APC2,Apc2
MSL2,Msl2
JSRP1,Jsrp1
LRP8,Lrp8
FAN1,Fan1
ROR1,Ror1
MTR,Mtr
MRPL15,Mrpl15
GPR153,Gpr153
ADAMTS9,Adamts9
CRMP1,Crmp1
ATF3,Atf3
KIAA1958,E130308A19Rik
TIMP3,Timp3
TMED8,Tmed8
KDM2B,Kdm2b
ARRDC5,Arrdc5
PCP4,Pcp4
CCNB1,Ccnb1
BEND3,Bend3
SAMD15,Samd15
FIGNL1,Fignl1
RAB20,Rab20
C8orf44-SGK3,Sgk3
AIFM2,Aifm2
SYN3,Syn3
SPIN4,Spin4
CD300LG,Cd300lg
H2AFY2,H2afy2
EHD3,Ehd3
SGK3,Sgk3
STAC,Stac
ADAM32,Adam32
ZMYND10,Zmynd10
OR4A16,Olfr1240
OR4A16,Olfr1250
OR4A16,Olfr1245
OR4A16,Olfr1243
OR4A16,Olfr1248
OR4A16,Olfr1254
OR4A16,Olfr1241
OR4A16,Olfr1251
OR4A16,Olfr1253
OR4A16,Olfr1249
OR4A16,Olfr1246
OR4A16,Olfr1238
OR4A16,Olfr1252
OR4A16,Olfr1242
OR4A16,Olfr1247
OR4A15,Olfr1234
C19orf25,2310011J03Rik
KCNJ13,Kcnj13
CSMD3,Csmd3
DONSON,Donson
DDC,Ddc
FAM60A,Fam60a
C2orf82,3110079O15Rik
TRIM2,Trim2
S100A1,S100a1
SERINC1,Serinc1
RPAP1,Rpap1
NGEF,Ngef
SLC6A11,Slc6a11
CFAP69,Cfap69
CHTOP,Chtop
MMP21,Mmp21
AKAP7,Akap7
LBHD1,Lbhd1
SFXN5,Sfxn5
MR1,Mr1
FAM96B,Fam96b
PUS10,Pus10
UBE2Q1,Ube2q1
DPH3,Dph3
IGFN1,Igfn1
NAXD,Naxd
BMPR1A,Bmpr1a
CIART,Ciart
UQCC3,Uqcc3
SNRPA1,Snrpa1
MIER2,Mier2
C11orf98,1810009A15Rik
S100A13,S100a13
DEFB123,Defb36
INTS5,Ints5
GATAD2A,Gatad2a
RIT2,Rit2
ANKRD26,Ankrd26
CCS,Ccs
REM1,Rem1
HMGB4,Hmgb4
GIGYF2,Gigyf2
PEX13,Pex13
NOXRED1,Noxred1
LAT,Lat
CASC4,Casc4
UFM1,Ufm1
DEFB124,Defb25
SHISA7,Shisa7
RUSC1,Rusc1
IARS,Iars
NEUROD1,Neurod1
TAPBP,Tapbp
STX1B,Stx1b
OTOGL,Otogl
RRP36,Rrp36
CSMD2,Csmd2
CERKL,Cerkl
CRYZL1,Cryzl1
ADAM11,Adam11
CCDC87,Ccdc87
RNF34,Rnf34
ISOC2,Isoc2b
ISOC2,Isoc2a
UBE2U,Ube2u
MBP,Mbp
CD55,Cd55b
CD55,Cd55
CTSH,Ctsh
C15orf39,1700017B05Rik
STXBP6,Stxbp6
RYBP,Rybp
UHRF1,Uhrf1
CDKN3,Cdkn3
NRG1,Nrg1
RAB11FIP5,Rab11fip5
ADCY8,Adcy8
FSTL4,Fstl4
ELOVL7,Elovl7
ZNF750,Zfp750
OAS3,Oas3
FXYD4,Fxyd4
WDR41,Wdr41
RGPD8,Ranbp2
C11orf97,1700012B09Rik
PIK3AP1,Pik3ap1
ADGRB1,Adgrb1
CSF3R,Csf3r
SPOP,Spop
OAS2,Oas2
NEU4,Neu4
GHRHR,Ghrhr
GLP1R,Glp1r
ZBTB5,Zbtb5
SMURF1,Smurf1
MORN2,Morn2
FAM160B1,Fam160b1
PUM1,Pum1
SH2B2,Sh2b2
PIWIL4,Piwil4
OAS1,Oas1g
OAS1,Oas1e
OAS1,Oas1b
OAS1,Oas1d
OAS1,Oas1f
OAS1,Oas1c
OAS1,Oas1h
OAS1,Oas1a
HMGN5,Hmgn5
C21orf2,1810043G02Rik
ORC6,Orc6
ALDOC,Aldoc
FDPS,Gm43738
FDPS,Fdps
NADSYN1,Nadsyn1
GNPDA1,Gnpda1
MISP3,2210011C24Rik
ARHGEF33,Arhgef33
PIGT,Pigt
SBNO1,Sbno1
GSK3B,Gsk3b
TRMT10C,Trmt10c
TTYH1,Ttyh1
GAL3ST2,Gm9994
GAL3ST2,Gm6086
GAL3ST2,Gal3st2
SH3BGRL,Sh3bgrl
C19orf67,1700067K01Rik
MICAL2,Mical2
TRRAP,Trrap
TRIM31,Trim31
CAND2,Cand2
AMOTL1,Amotl1
CENPH,Cenph
FCHO1,Fcho1
HNRNPF,Hnrnpf
FEM1B,Fem1b
AMD1,Amd1
AMD1,Amd2
FUT4,Fut4
SH3PXD2A,Sh3pxd2a
ARC,Arc
CWC15,Cwc15
SLC4A11,Slc4a11
XDH,Xdh
SPDYE6,Spdye4a
SPDYE6,Spdye4b
TYSND1,Tysnd1
HS3ST2,Hs3st2
RPL32,Rpl32
CORT,Cort
VSTM4,Vstm4
C12orf57,Grcc10
DDX3X,Ddx3x
DDX3X,D1Pas1
KDM4D,Kdm4d
SNCG,Sncg
PSCA,Psca
TMEM213,Tmem213
ANKS1B,Anks1b
CENPS,Apitd1
LRRC18,Lrrc18
PRKRIP1,Prkrip1
JRK,Jrk
USP31,Usp31
ATN1,Gm45234
ATN1,Atn1
PTGIS,Ptgis
KIAA1549,D630045J12Rik
WDFY4,Wdfy4
SRSF8,Srsf2
FAM25A,Fam25c
ENDOD1,Endod1
LAMA4,Lama4
MMRN2,Mmrn2
SOX17,Sox17
AOC1,Aoc1
AOC1,1600015I10Rik
AOC1,Svs1
AOC1,Doxl2
GALE,Gale
CYP4A22,Cyp4a31
CYP4A22,Cyp4a29
CYP4A22,Cyp4a12b
CYP4A22,Cyp4a14
CYP4A22,Cyp4a32
CYP4A22,Cyp4a12a
CYP4A22,Cyp4a30b
CYP4A22,Cyp4a10
KMT5A,Kmt5a
SYT4,Syt4
OXA1L,Oxa1l
TBX3,Tbx3
CR2,Cr2
TMOD3,Tmod3
SESN3,Sesn3
PSMD7,Psmd7
LETM2,Letm2
CACHD1,Cachd1
FOXC2,Foxc2
MND1,Mnd1
SAYSD1,Saysd1
ITGA4,Itga4
RILPL2,Rilpl2
ATP6V0A4,Atp6v0a4
CUL7,Cul7
FOXL1,Foxl1
LY6K,Ly6k
TGM5,Tgm5
MAPK6,Mapk6
ACOT7,Acot7
ERCC8,Ercc8
PELI1,Peli1
PHF19,Phf19
EFR3A,Efr3a
POLR1E,Polr1e
NDFIP1,Ndfip1
SHQ1,Shq1
LEO1,Leo1
MRPL2,Mrpl2
SNRNP35,Snrnp35
REG3A,Reg3b
REG3A,Reg3g
REG3A,Reg3a
ABRA,Abra
FAM107B,Fam107b
TMEM236,Tmem236
RILPL1,Rilpl1
RFTN1,Rftn1
MPLKIP,Mplkip
MPLKIP,Gm7102
ORAI2,Orai2
SPDYE3,Spdye4a
SPDYE3,Spdye4b
LRRTM1,Lrrtm1
CEP57,Cep57
COL15A1,Col15a1
HMGCL,Hmgcl
SS18L1,Ss18l1
SERPINB5,Serpinb5
LMAN2,Lman2
THEM6,Them6
KCNK5,Kcnk5
SLC9A3,Slc9a3
MAG,Mag
SLURP1,Slurp1
TMEM259,Tmem259
ALKBH4,Alkbh4
PILRB,Pilrb2
PILRB,Pilra
PILRB,Pilrb1
KIAA0100,2610507B11Rik
CTNNA2,Ctnna2
KLC4,Klc4
MFN2,Mfn2
LYPD2,Lypd2
BRAF,Braf
B4GALT5,B4galt5
ATG9A,Atg9a
TMCC3,Tmcc3
SAR1A,Sar1a
GCC2,Gcc2
OC90,Oc90
RPS5,Rps5
LGALSL,Lgalsl
DNASE2,Dnase2a
HHLA1,Hhla1
CD72,Cd72
PHF7,Phf7
IRX3,Irx3
LYNX1,Lynx1
CHRNA1,Chrna1
OXNAD1,Oxnad1
GRIN3B,Grin3b
FAM76B,Fam76b
DENND2A,Dennd2a
COX16,Cox16
SPRY4,Spry4
SUGCT,Sugct
MRPL23,Mrpl23
KLHL40,Klhl40
KCNH2,Kcnh2
LARGE1,Large1
AQP3,Aqp3
FGF1,Fgf1
SYNJ2BP,Synj2bp
TESK1,Tesk1
PILRA,Pilrb2
PILRA,Pilra
PILRA,Pilrb1
HIC1,Hic1
SYNJ2BP-COX16,Gm20498
SLC25A47,Slc25a47
MRC1,Mrc1
TDRD12,Tdrd12
SMG6,Smg6
KLF1,Klf1
ST3GAL5,St3gal5
VCAN,Vcan
CD22,Cd22
METRNL,Metrnl
SAMD1,Samd1
PKIB,Pkib
DHX15,Dhx15
S1PR2,S1pr2
STN1,Stn1
KANK3,Kank3
RPL35,Rpl35
RPL35,Gm2000
RPL35,Gm10269
ZNF691,Zfp691
WIPF1,Wipf1
PRDX1,Prdx1
DNMT1,Dnmt1
GBE1,Gbe1
DSCAM,Dscam
NDUFB2,Ndufb2
NSUN7,Nsun7
WDR38,Wdr38
IVNS1ABP,Ivns1abp
PIGS,Pigs
LGI3,Lgi3
MMACHC,Mmachc
SSX4,Ssxb3
SSX4,Ssxb5
SSX4,Gm6592
SSX4,Gm21876
SSX4,Ssxb1
SSX4,Ssxb8
SSX4,Gm5751
SSX4,Ssxb2
SSX4,Gm14459
SSX4,Ssxb6
SSX4,Ssxb9
SSX4,Ssxa1
SSX4,Ssxb10
SSX4,Ssx9
NDUFA7,Ndufa7
MTMR2,Mtmr2
MCMDC2,Mcmdc2
OR4C15,Olfr1221
OR4C15,Olfr1224-ps1
OR4C15,Gm13762
OR4C15,Olfr1229
OR4C15,Olfr1228
OR4C15,Olfr1211
OR4C15,Olfr1212
OR4C15,Olfr1218
OR4C15,Olfr1223
OR4C15,Olfr1222
OR4C15,Olfr1226
OR4C15,Olfr1216
OR4C15,Olfr1220
OR4C15,Olfr1214
OR4C15,Olfr1232
OR4C15,Olfr1215
OR4C15,Olfr1225
OR4C15,Olfr1219
OR4C15,Olfr1217
GOLGA6C,Golga2
OR4C16,Olfr1199
OR4C16,Olfr1209
OR4C16,Olfr1195
GCDH,Gcdh
ADGRF3,Adgrf3
EEF2,Eef2
OR4C11,Olfr1206
OR4C11,Olfr1201
OR4C11,Olfr1205
OR4P4,OR4P4
SOX13,Sox13
MRLN,Mrln
OR4S2,Olfr1193
OR4S2,Olfr1191-ps1
ILK,Ilk
GOLGA6D,Golga2
OR4C6,Olfr1189
OR4C6,Olfr1230
ZFP90,Zfp90
RPS28,Gm10263
RPS28,Rps28
ATG16L2,Atg16l2
ADCK2,Adck2
ADCK2,Gm42420
CDK16,Cdk16
SFTPC,Sftpc
CD320,Cd320
KIAA0391,1110008L16Rik
PLCB2,Plcb2
PKP1,Pkp1
CCT2,Cct2
WIPI1,Wipi1
FLYWCH1,Flywch1
GJC1,Gjc1
KCNQ3,Kcnq3
SELENOI,Selenoi
RP1,Rp1
FBXW4,Fbxw4
APAF1,Apaf1
KLHL28,Klhl28
SRR,Srr
SERPINB12,Serpinb12
SLC2A1,Slc2a1
MRM1,Mrm1
SLC13A2,Slc13a2
SYCE2,Syce2
ZNF239,Zfp239
COG4,Cog4
TRIM40,Trim40
TOGARAM1,Fam179b
TEF,Tef
PPA1,Ppa1
MAML2,Maml2
TRIM71,Trim71
SLC16A6,Slc16a6
TGFBR1,Tgfbr1
RIMBP3,Rimbp3
ORAI1,Orai1
TSR1,Tsr1
PSRC1,Psrc1
CCDC82,Ccdc82
SLC16A8,Slc16a8
ABCB6,Abcb6
TGM7,Tgm7
G3BP2,G3bp2
PCNP,Pcnp
PPP2R3C,Ppp2r3c
FAM20A,Fam20a
ARHGAP12,Arhgap12
JRKL,Jrkl
OR6K2,Olfr420
ETNK2,Etnk2
PHF21B,Phf21b
OR6K3,Olfr424
FAM86C1,Eef2kmt
TRUB1,Trub1
SERPINB13,Serpinb13
SPAG5,Spag5
PEX14,Pex14
SEMA4C,Sema4c
BAIAP2L2,Baiap2l2
SGSM2,Sgsm2
CLCNKB,Clcnkb
CLCNKB,Clcnka
SRD5A3,Srd5a3
ADIPOQ,Adipoq
MYLK3,Mylk3
C4orf50,Gm1043
DFFA,Dffa
LAMA3,Lama3
CEP170,Cep170
OR5D14,Olfr1163
OR5D14,Olfr1162
PRKAR1A,Prkar1a
MLXIPL,Mlxipl
KIAA1456,6430573F11Rik
USE1,Use1
SSX4B,Ssxb3
SSX4B,Ssxb5
SSX4B,Gm6592
SSX4B,Gm21876
SSX4B,Ssxb1
SSX4B,Ssxb8
SSX4B,Gm5751
SSX4B,Ssxb2
SSX4B,Gm14459
SSX4B,Ssxb6
SSX4B,Ssxb9
SSX4B,Ssxa1
SSX4B,Ssxb10
SSX4B,Ssx9
SAMD9L,Samd9l
FABP7,Fabp7
ADAM21,Adam21
ITGA11,Itga11
TTL,Ttl
SNAPIN,Snapin
NDUFA12,Ndufa12
XKR4,Xkr4
SLC6A20,Slc6a20a
SLC6A20,Slc6a20b
TRIP4,Trip4
TRIM10,Trim10
OR6K6,Olfr231
WNT8A,Wnt8a
PDSS2,Pdss2
RRP8,Rrp8
ILF2,Ilf2
RASA3,Rasa3
NOVA1,Nova1
ATP5G2,Atp5g2
OR5L1,Olfr1157
OR5L1,Olfr1156
ANKRD63,Ankrd63
VIPAS39,Vipas39
ARPC5L,Arpc5l
TAF10,Taf10
OR5D18,Olfr73
OR5D18,Olfr74
OR5D18,Olfr1161
OR5L2,Olfr1157
OR5L2,Olfr1156
CNTN5,Cntn5
MTA1,Mta1
YJEFN3,Yjefn3
NAA11,Gm16286
NAA11,Naa11
KRT78,Krt78
OR5D16,Olfr1155
SRSF11,Srsf11
FOXN1,Foxn1
PRDM11,Prdm11
EIF3D,Eif3d
DKK4,Dkk4
SEMA3G,Sema3g
FCHSD2,Fchsd2
TROAP,Troap
ATG9B,Atg9b
CCDC6,Ccdc6
SOD3,Sod3
PTPRQ,Ptprq
PTK6,Ptk6
PSMA6,Psma6
UNC119,Unc119
FUCA1,Fuca1
INIP,Inip
